Campaign_ID,Campaign_Name,Marketing_Channel,Start_Date,End_Date,Impressions,Clicks,Conversions,Total_Spend,Revenue_Generated,Location,Age_Group,Gender
CMP1057,Seasonal Steals,Social Media,2023-01-24,2024-09-30,66374.4,29100.8,304,2514.368,5917.68,Galați,18-24,Male
CMP1058,Cart to Couch,Email,2022-10-21,2024-07-02,47729.6,46825.6,12374.4,3709.472,5300.32,Baia Mare,18-24,Male
CMP1059,Wishlist Wonders,Email,2023-02-21,2024-10-27,17152,13699.2,2664,2244.656,4644.432,Galați,35-44,Male
CMP1060,Flash Sale Frenzy,Email,2022-12-22,2024-08-25,76014.4,32417.6,28806.4,4115.824,6067.232,Baia Mare,35-44,Male
CMP1061,Flash Sale Frenzy,Email,2022-11-06,2024-07-20,53878.4,24083.2,10963.2,1202.752,3123.456,Târgu Mureș,55+,Male
CMP1062,Shop & Share,Influencer Marketing,2022-11-13,2024-07-22,2924.8,2208,24,7345.952,12941.056,Baia Mare,25-34,Male
CMP1063,Flash Sale Frenzy,Social Media,2022-06-03,2024-02-10,2635.2,2580.8,2286.4,4163.44,15581.84,Baia Mare,35-44,Male
CMP1064,Deal of the Day,Influencer Marketing,2022-08-12,2024-04-24,24302.4,1256,745.6,3027.584,8897.408,Târgu Mureș,35-44,Female
CMP1065,Deal of the Day,Influencer Marketing,2023-01-11,2024-09-07,3932.8,2824,92.8,7153.264,22454.384,Bacău,35-44,Male
CMP1066,Flash Sale Frenzy,Email,2022-11-27,2024-08-06,78347.2,25238.4,18932.8,3149.968,6778.336,Galați,25-34,Female
CMP1067,Cart to Couch,Social Media,2022-12-17,2024-09-04,37534.4,32056,20273.6,5085.36,9127.104,Suceava,55+,Male
CMP1068,Wishlist Wonders,Influencer Marketing,2022-07-04,2024-03-05,70755.2,34366.4,3923.2,627.12,1145.024,Baia Mare,25-34,Female
CMP1069,Seasonal Steals,Paid Ads,2022-11-28,2024-08-17,18464,15083.2,9116.8,575.856,2141.584,Suceava,35-44,Male
CMP1070,Deal of the Day,Social Media,2022-09-03,2024-05-03,15617.6,7710.4,7081.6,3675.136,6854.608,Baia Mare,18-24,Male
CMP1071,Cart to Couch,Email,2023-01-01,2024-09-19,60580.8,19980.8,6395.2,5312.384,17893.04,Baia Mare,55+,Male
CMP1072,Cart to Couch,Social Media,2023-02-23,2024-10-19,51867.2,21608,3891.2,6942.72,18143.36,Baia Mare,45-54,Male
CMP1073,Shop & Share,Social Media,2022-09-01,2024-05-22,47652.8,11334.4,6867.2,6700.832,19421.168,Bacău,25-34,Female
CMP1074,Flash Sale Frenzy,Email,2022-10-05,2024-06-21,15153.6,2992,795.2,480.096,1328.512,Baia Mare,25-34,Female
CMP1075,Cart to Couch,Social Media,2023-03-02,2024-11-20,57073.6,18272,3148.8,5120.016,12012.832,Galați,25-34,Male
CMP1076,Cart to Couch,Social Media,2022-07-19,2024-03-27,9750.4,4729.6,3224,3645.072,13489.888,Baia Mare,55+,Female
CMP1077,Wishlist Wonders,Influencer Marketing,2022-07-04,2024-02-27,19123.2,15089.6,11083.2,6122.848,15679.616,Bacău,18-24,Female
CMP1078,Cart to Couch,Social Media,2023-02-05,2024-10-26,59030.4,32483.2,13068.8,3028.576,11599.152,Galați,18-24,Male
CMP1079,Deal of the Day,Email,2023-03-05,2024-10-28,46224,8225.6,2187.2,7958.224,19829.712,Galați,45-54,Female
CMP1080,Shop & Share,Social Media,2022-07-15,2024-03-12,3164.8,3089.6,2187.2,2737.952,3696.624,Suceava,35-44,Male
CMP1081,Cart to Couch,Email,2023-01-14,2024-09-29,13292.8,11876.8,2008,448,1771.024,Baia Mare,18-24,Female
CMP1082,Seasonal Steals,Email,2023-01-10,2024-09-12,44499.2,4952,504,1344.624,3800.864,Baia Mare,35-44,Female
CMP1083,Shop & Share,Email,2023-01-20,2024-09-27,13028.8,6673.6,884.8,6124.976,20333.456,Baia Mare,25-34,Male
CMP1084,Shop & Share,Paid Ads,2022-12-09,2024-08-07,67456,32796.8,11963.2,2563.744,6111.296,Baia Mare,18-24,Male
CMP1085,Deal of the Day,Social Media,2022-12-15,2024-09-05,62404.8,41939.2,41648,7721.712,12783.488,Baia Mare,25-34,Male
CMP1086,Cart to Couch,Influencer Marketing,2023-02-21,2024-10-22,57316.8,49825.6,7155.2,5952.752,7959.968,Baia Mare,25-34,Female
CMP1087,Seasonal Steals,Influencer Marketing,2022-11-01,2024-07-01,37374.4,25963.2,19364.8,949.104,2249.584,Suceava,45-54,Female
CMP1088,Flash Sale Frenzy,Email,2023-02-11,2024-10-24,42593.6,35921.6,7334.4,615.344,1936.416,Baia Mare,18-24,Male
CMP1089,Flash Sale Frenzy,Social Media,2023-02-16,2024-10-25,20004.8,17036.8,4443.2,3919.888,12787.408,Târgu Mureș,55+,Male
CMP1090,Cart to Couch,Paid Ads,2023-02-18,2024-10-24,42561.6,41548.8,29774.4,3757.632,10839.152,Bacău,35-44,Male
CMP1091,Seasonal Steals,Email,2022-11-30,2024-08-06,20891.2,18043.2,9612.8,537.952,1482.064,Bacău,35-44,Female
CMP1092,Deal of the Day,Influencer Marketing,2022-09-08,2024-05-19,22073.6,18561.6,2860.8,7826.72,9640.208,Suceava,18-24,Male
CMP1093,Flash Sale Frenzy,Paid Ads,2022-06-16,2024-02-23,43376,427.2,12.8,916.896,2511.872,Baia Mare,35-44,Female
CMP1094,Seasonal Steals,Social Media,2022-10-07,2024-06-04,13300.8,12614.4,6144,815.056,1755.52,Târgu Mureș,55+,Female
CMP1095,Cart to Couch,Email,2022-09-25,2024-06-07,11936,4676.8,2841.6,6560.352,18211.936,Galați,45-54,Female
CMP1096,Cart to Couch,Influencer Marketing,2022-07-07,2024-03-15,74964.8,40460.8,21012.8,4649.424,17986.224,Baia Mare,35-44,Female
CMP1097,Cart to Couch,Social Media,2022-08-15,2024-04-15,74500.8,55768,22699.2,5764.56,9440.112,Suceava,25-34,Female
CMP1098,Shop & Share,Social Media,2022-08-19,2024-05-10,33840,26552,17494.4,6288.048,24471.872,Târgu Mureș,25-34,Female
CMP1099,Deal of the Day,Influencer Marketing,2022-09-02,2024-05-14,43438.4,42588.8,4032,910.816,1743.488,Galați,55+,Female
CMP1100,Seasonal Steals,Email,2022-10-11,2024-06-10,46112,3200,1139.2,4415.76,16234.4,Suceava,25-34,Female
CMP1101,Deal of the Day,Email,2022-06-14,2024-02-06,27752,17224,4193.6,6056.288,10785.296,Târgu Mureș,55+,Female
CMP1102,Wishlist Wonders,Email,2022-09-13,2024-05-29,12435.2,1659.2,1392,4913.44,10386.912,Bacău,18-24,Female
CMP1103,Seasonal Steals,Paid Ads,2022-07-22,2024-04-12,39310.4,11857.6,7116.8,4833.936,17180.16,Târgu Mureș,45-54,Female
CMP1104,Deal of the Day,Paid Ads,2022-05-11,2024-01-14,45225.6,43222.4,9048,5580.096,12900.144,Suceava,18-24,Female
CMP1105,Shop & Share,Influencer Marketing,2023-02-27,2024-10-31,47128,37840,23852.8,3392.064,12316.576,Bacău,45-54,Male
CMP1106,Flash Sale Frenzy,Paid Ads,2022-07-18,2024-04-03,76937.6,30947.2,24328,6798.576,19398.768,Suceava,25-34,Female
CMP1107,Cart to Couch,Social Media,2022-06-24,2024-03-01,28782.4,2011.2,884.8,1724.32,6304.176,Bacău,25-34,Male
CMP1108,Shop & Share,Email,2022-07-21,2024-03-16,9897.6,8092.8,3449.6,4809.2,18186.72,Galați,18-24,Male
CMP1109,Deal of the Day,Email,2022-12-24,2024-08-19,12235.2,10756.8,5481.6,5531.344,20998.544,Galați,55+,Female
CMP1110,Deal of the Day,Paid Ads,2022-10-25,2024-06-19,30195.2,22448,1188.8,1928.224,5181.952,Târgu Mureș,55+,Male
CMP1111,Flash Sale Frenzy,Influencer Marketing,2022-08-14,2024-05-01,39702.4,27963.2,19150.4,1992.72,5747.664,Galați,35-44,Female
CMP1112,Shop & Share,Paid Ads,2022-08-15,2024-04-26,4270.4,2278.4,1139.2,2614.624,10365.744,Galați,25-34,Female
CMP1113,Wishlist Wonders,Email,2022-09-07,2024-05-11,11233.6,620.8,601.6,6850.944,25547.088,Galați,55+,Female
CMP1114,Flash Sale Frenzy,Email,2023-02-16,2024-10-25,71260.8,5640,3518.4,4022.352,12134.8,Suceava,35-44,Female
CMP1115,Wishlist Wonders,Paid Ads,2022-11-19,2024-08-10,29060.8,5259.2,793.6,2724.512,9580.432,Bacău,35-44,Female
CMP1116,Cart to Couch,Social Media,2023-01-30,2024-09-28,76793.6,20875.2,14270.4,4051.376,15380.448,Târgu Mureș,18-24,Female
CMP1117,Cart to Couch,Email,2022-07-05,2024-03-23,58700.8,32440,14907.2,4762.944,9170.064,Târgu Mureș,45-54,Male
CMP1118,Wishlist Wonders,Social Media,2022-06-27,2024-03-05,33665.6,25153.6,24222.4,7376.432,24800.704,Suceava,18-24,Female
CMP1119,Cart to Couch,Email,2022-09-21,2024-06-03,22292.8,7953.6,710.4,6609.456,14385.904,Bacău,45-54,Female
CMP1120,Flash Sale Frenzy,Paid Ads,2022-08-13,2024-04-10,1872,720,312,7413.232,8975.632,Baia Mare,35-44,Female
CMP1121,Shop & Share,Social Media,2022-07-28,2024-04-06,58529.6,32809.6,13632,6754.192,21173.728,Bacău,45-54,Female
CMP1122,Wishlist Wonders,Paid Ads,2022-10-01,2024-05-28,30795.2,10710.4,2865.6,1466.832,3075.648,Târgu Mureș,55+,Male
CMP1123,Shop & Share,Email,2022-11-07,2024-06-30,24851.2,9049.6,2803.2,3226.096,4313.936,Baia Mare,18-24,Female
CMP1124,Deal of the Day,Influencer Marketing,2022-10-03,2024-06-01,71929.6,40915.2,21105.6,3896.208,5435.456,Târgu Mureș,18-24,Male
CMP1125,Wishlist Wonders,Paid Ads,2022-07-28,2024-03-23,31388.8,30726.4,29468.8,3549.696,5398.336,Târgu Mureș,35-44,Male
CMP1126,Cart to Couch,Influencer Marketing,2022-12-08,2024-08-20,2516.8,2512,816,5078.336,9717.616,Suceava,45-54,Female
CMP1127,Cart to Couch,Paid Ads,2022-05-22,2024-01-30,18609.6,14702.4,1332.8,614.064,912.368,Târgu Mureș,35-44,Female
CMP1128,Deal of the Day,Influencer Marketing,2022-05-20,2024-01-22,76385.6,3795.2,756.8,4155.76,4987.568,Suceava,35-44,Female
CMP1129,Seasonal Steals,Email,2022-08-06,2024-04-22,11185.6,2662.4,2198.4,2826.816,5732.24,Galați,25-34,Male
CMP1130,Cart to Couch,Social Media,2022-12-31,2024-09-04,11217.6,5590.4,4900.8,5336.736,17139.92,Târgu Mureș,18-24,Female
CMP1131,Flash Sale Frenzy,Email,2022-05-27,2024-01-20,70985.6,36587.2,14828.8,6979.568,8500.24,Târgu Mureș,18-24,Male
CMP1132,Deal of the Day,Email,2023-02-27,2024-10-31,38448,7963.2,7056,320.208,640.24,Târgu Mureș,25-34,Female
CMP1133,Deal of the Day,Social Media,2022-07-12,2024-03-19,66500.8,48235.2,13905.6,5179.36,15055.824,Baia Mare,25-34,Female
CMP1134,Seasonal Steals,Influencer Marketing,2023-01-08,2024-09-21,60590.4,11220.8,2585.6,1175.792,4456.368,Bacău,18-24,Female
CMP1135,Flash Sale Frenzy,Email,2023-01-11,2024-09-14,35097.6,24424,2304,3796.688,6193.44,Galați,55+,Female
CMP1136,Shop & Share,Social Media,2022-06-30,2024-03-12,12363.2,5864,3662.4,3698.768,8255.328,Bacău,45-54,Male
CMP1137,Deal of the Day,Influencer Marketing,2023-02-24,2024-11-11,73436.8,29355.2,15539.2,1471.392,4743.584,Galați,35-44,Female
CMP1138,Cart to Couch,Influencer Marketing,2023-02-11,2024-10-23,75825.6,9809.6,5478.4,4073.616,15881.936,Suceava,18-24,Male
CMP1139,Deal of the Day,Social Media,2022-10-25,2024-06-24,25014.4,1403.2,462.4,5725.104,20173.808,Bacău,35-44,Male
CMP1140,Wishlist Wonders,Influencer Marketing,2022-10-28,2024-07-18,7345.6,6537.6,5457.6,5527.84,8957.024,Târgu Mureș,18-24,Female
CMP1141,Deal of the Day,Social Media,2022-09-20,2024-05-16,6134.4,3001.6,1737.6,1602.224,4026.16,Galați,18-24,Female
CMP1142,Deal of the Day,Email,2022-10-15,2024-06-28,60172.8,50553.6,21224,6091.408,17870.512,Suceava,18-24,Male
CMP1143,Cart to Couch,Paid Ads,2022-06-12,2024-02-16,76046.4,42115.2,39124.8,5523.712,11384.672,Bacău,35-44,Male
CMP1144,Flash Sale Frenzy,Social Media,2022-12-18,2024-08-29,39164.8,17302.4,14324.8,5307.488,11731.984,Suceava,25-34,Male
CMP1145,Deal of the Day,Social Media,2023-02-28,2024-11-04,57598.4,32275.2,28168,1084.544,1557.344,Baia Mare,35-44,Female
CMP1146,Seasonal Steals,Social Media,2023-01-22,2024-09-26,41091.2,22860.8,11779.2,2836.544,6530.592,Suceava,25-34,Female
CMP1147,Seasonal Steals,Email,2022-10-06,2024-06-13,27193.6,20020.8,1971.2,3121.456,11005.28,Târgu Mureș,25-34,Female
CMP1148,Seasonal Steals,Social Media,2022-08-13,2024-04-21,33672,3944,438.4,5863.056,21305.6,Târgu Mureș,18-24,Male
CMP1149,Wishlist Wonders,Email,2022-07-16,2024-03-25,16555.2,16081.6,14668.8,630.72,1008.608,Galați,35-44,Female
CMP1150,Shop & Share,Paid Ads,2022-10-10,2024-06-29,30737.6,27819.2,22347.2,2898.4,9933.344,Baia Mare,35-44,Female
CMP1151,Seasonal Steals,Paid Ads,2022-07-31,2024-04-11,31220.8,23148.8,16798.4,4806.592,14088.24,Galați,45-54,Male
CMP1152,Flash Sale Frenzy,Email,2022-10-11,2024-06-28,11336,7753.6,411.2,1171.904,1775.312,Suceava,35-44,Female
CMP1153,Deal of the Day,Social Media,2022-07-25,2024-04-11,16673.6,5816,3680,3717.168,10960.304,Bacău,45-54,Female
CMP1154,Flash Sale Frenzy,Influencer Marketing,2022-05-20,2024-01-11,14070.4,12710.4,1899.2,6175.344,18200.496,Târgu Mureș,55+,Male
CMP1155,Shop & Share,Social Media,2023-02-01,2024-10-05,3288,1011.2,492.8,7543.728,24731.36,Târgu Mureș,35-44,Male
CMP1156,Shop & Share,Paid Ads,2023-01-22,2024-09-16,19875.2,451.2,65.6,2360.592,6217.264,Târgu Mureș,35-44,Female
CMP1157,Shop & Share,Influencer Marketing,2022-08-29,2024-05-02,31112,3214.4,1539.2,353.392,1031.152,Galați,55+,Male
CMP1158,Cart to Couch,Influencer Marketing,2022-07-12,2024-03-15,22331.2,10779.2,9691.2,2304.8,5486.432,Galați,55+,Female
CMP1159,Cart to Couch,Paid Ads,2023-02-04,2024-10-24,67388.8,56660.8,34529.6,4439.568,8072.544,Baia Mare,55+,Female
CMP1160,Cart to Couch,Social Media,2022-10-30,2024-06-26,70043.2,6438.4,4388.8,7773.824,28224.464,Suceava,35-44,Female
CMP1161,Cart to Couch,Social Media,2022-11-06,2024-07-03,39288,29123.2,8252.8,2518,7513.28,Bacău,18-24,Female
CMP1162,Seasonal Steals,Email,2023-02-10,2024-10-17,34177.6,24496,12494.4,6932.096,26416.208,Bacău,35-44,Female
CMP1163,Deal of the Day,Paid Ads,2022-06-03,2024-02-01,31246.4,2731.2,232,1276.688,1649.728,Târgu Mureș,45-54,Female
CMP1164,Shop & Share,Email,2022-08-03,2024-04-23,65606.4,26116.8,11049.6,1281.952,5066.064,Suceava,55+,Female
CMP1165,Deal of the Day,Social Media,2023-02-08,2024-10-04,57283.2,52171.2,42622.4,5973.584,18097.712,Suceava,18-24,Male
CMP1166,Deal of the Day,Email,2022-06-09,2024-02-09,8419.2,7750.4,7747.2,1419.824,4953.28,Galați,25-34,Female
CMP1167,Seasonal Steals,Email,2022-08-21,2024-04-30,40174.4,25624,7179.2,2752.624,8542.496,Suceava,55+,Female
CMP1168,Cart to Couch,Email,2022-08-04,2024-03-27,73624,71123.2,70790.4,5922.864,19062.352,Galați,55+,Male
CMP1169,Cart to Couch,Social Media,2022-10-04,2024-06-02,39963.2,29494.4,22232,5877.2,12689.792,Baia Mare,35-44,Male
CMP1170,Wishlist Wonders,Influencer Marketing,2022-12-03,2024-07-31,55241.6,10592,4216,3931.696,5619.584,Baia Mare,55+,Female
CMP1171,Seasonal Steals,Paid Ads,2022-11-20,2024-07-16,77036.8,5598.4,5001.6,2959.136,10048.72,Suceava,25-34,Female
CMP1172,Cart to Couch,Paid Ads,2022-10-27,2024-07-18,28568,1331.2,768,7298.608,27256.912,Galați,55+,Female
CMP1173,Shop & Share,Influencer Marketing,2023-01-25,2024-09-19,22843.2,7971.2,2185.6,7155.232,22904.144,Galați,18-24,Female
CMP1174,Cart to Couch,Paid Ads,2022-12-31,2024-09-19,54798.4,3385.6,355.2,2230.512,3547.152,Baia Mare,35-44,Female
CMP1175,Deal of the Day,Influencer Marketing,2022-05-21,2024-01-12,13603.2,478.4,425.6,7742.416,18849.28,Baia Mare,18-24,Female
CMP1176,Cart to Couch,Paid Ads,2022-11-16,2024-07-26,21348.8,13462.4,1084.8,3185.28,11227.824,Târgu Mureș,18-24,Male
CMP1177,Shop & Share,Paid Ads,2022-08-11,2024-04-14,8777.6,4568,304,5791.376,7431.6,Suceava,45-54,Male
CMP1178,Wishlist Wonders,Paid Ads,2022-12-17,2024-08-14,50068.8,19827.2,16240,6380.768,18446.336,Galați,25-34,Female
CMP1179,Seasonal Steals,Paid Ads,2022-11-11,2024-07-22,71827.2,38798.4,8913.6,4991.568,19011.712,Bacău,18-24,Female
CMP1180,Cart to Couch,Email,2023-01-29,2024-10-19,40867.2,26428.8,8779.2,4076.208,16283.136,Baia Mare,18-24,Female
CMP1181,Shop & Share,Social Media,2023-02-16,2024-10-18,58280,21998.4,8950.4,1483.92,4386.672,Bacău,45-54,Male
CMP1182,Flash Sale Frenzy,Influencer Marketing,2022-12-09,2024-08-29,9075.2,1054.4,902.4,3907.024,4916.688,Suceava,45-54,Female
CMP1183,Flash Sale Frenzy,Email,2022-09-25,2024-05-19,7003.2,3296,1590.4,5324.816,12777.648,Baia Mare,25-34,Male
CMP1184,Seasonal Steals,Paid Ads,2022-07-20,2024-03-12,78008,43716.8,6964.8,1175.856,1522.4,Suceava,18-24,Female
CMP1185,Cart to Couch,Social Media,2022-11-15,2024-07-12,14568,2913.6,337.6,6056.448,16709.856,Suceava,45-54,Female
CMP1186,Wishlist Wonders,Paid Ads,2022-05-28,2024-02-12,60380.8,49368,8268.8,4667.76,15615.232,Suceava,45-54,Male
CMP1187,Seasonal Steals,Email,2023-03-02,2024-10-30,37182.4,12806.4,12004.8,2566.944,6739.44,Suceava,35-44,Female
CMP1188,Wishlist Wonders,Influencer Marketing,2022-12-20,2024-09-06,21214.4,21046.4,14136,3029.888,10979.456,Bacău,25-34,Male
CMP1189,Seasonal Steals,Email,2022-10-05,2024-06-11,76465.6,9638.4,6073.6,2930.352,7746.224,Târgu Mureș,18-24,Female
CMP1190,Seasonal Steals,Influencer Marketing,2022-08-25,2024-05-04,7132.8,1670.4,1145.6,3620.16,11463.92,Bacău,18-24,Female
CMP1191,Flash Sale Frenzy,Influencer Marketing,2022-12-22,2024-09-09,73539.2,26227.2,12195.2,2540.608,4500.976,Târgu Mureș,45-54,Male
CMP1192,Flash Sale Frenzy,Paid Ads,2022-11-01,2024-07-03,57403.2,46052.8,14360,2939.008,10755.52,Galați,25-34,Female
CMP1193,Cart to Couch,Influencer Marketing,2023-01-15,2024-09-13,3974.4,3225.6,187.2,6213.408,20195.024,Baia Mare,18-24,Male
CMP1194,Flash Sale Frenzy,Email,2022-08-15,2024-04-21,51041.6,31156.8,25262.4,2509.232,5540.24,Bacău,25-34,Female
CMP1195,Wishlist Wonders,Social Media,2022-09-30,2024-06-10,43833.6,23643.2,8880,7703.328,30796.96,Târgu Mureș,25-34,Male
CMP1196,Flash Sale Frenzy,Email,2022-09-07,2024-05-15,23995.2,13513.6,8227.2,734.608,1625.152,Baia Mare,25-34,Female
CMP1197,Wishlist Wonders,Social Media,2022-09-19,2024-06-04,76849.6,20929.6,7590.4,4496.4,12526.256,Bacău,18-24,Female
CMP1198,Deal of the Day,Influencer Marketing,2022-07-30,2024-04-04,22832,14569.6,14476.8,5936.496,8826.976,Baia Mare,25-34,Male
CMP1199,Wishlist Wonders,Email,2022-08-24,2024-05-05,14182.4,8476.8,5787.2,5321.488,20335.824,Bacău,35-44,Male
CMP1200,Cart to Couch,Social Media,2023-01-05,2024-09-13,17068.8,3624,1128,4377.792,10296.528,Baia Mare,55+,Female
CMP1201,Seasonal Steals,Social Media,2022-12-02,2024-08-21,78028.8,47611.2,37684.8,1264.608,1520.832,Baia Mare,55+,Female
CMP1202,Shop & Share,Paid Ads,2022-12-22,2024-09-08,74553.6,68934.4,38964.8,1743.696,4121.904,Bacău,18-24,Female
CMP1203,Deal of the Day,Paid Ads,2023-02-17,2024-10-28,41193.6,30371.2,4392,964.496,3605.024,Bacău,45-54,Female
CMP1204,Deal of the Day,Influencer Marketing,2022-05-11,2024-01-15,11787.2,896,153.6,219.136,604.448,Suceava,35-44,Female
CMP1205,Seasonal Steals,Email,2022-09-05,2024-05-02,65638.4,54545.6,11798.4,4637.856,14020.016,Galați,55+,Female
CMP1206,Cart to Couch,Influencer Marketing,2022-11-23,2024-07-22,26540.8,9971.2,1449.6,7308.4,28673.824,Târgu Mureș,35-44,Female
CMP1207,Flash Sale Frenzy,Influencer Marketing,2022-11-06,2024-07-12,60076.8,1467.2,1392,3275.248,4156.112,Baia Mare,55+,Female
CMP1208,Deal of the Day,Social Media,2023-03-04,2024-11-07,79894.4,5011.2,1427.2,7582.576,21790.72,Suceava,18-24,Female
CMP1209,Flash Sale Frenzy,Influencer Marketing,2023-02-25,2024-10-22,50105.6,21641.6,2841.6,617.856,2221.776,Galați,55+,Male
CMP1210,Seasonal Steals,Social Media,2022-08-13,2024-04-08,51785.6,34358.4,18782.4,7547.04,29269.904,Galați,18-24,Female
CMP1211,Wishlist Wonders,Social Media,2022-12-08,2024-08-06,73689.6,32889.6,14358.4,1562.288,4663.712,Baia Mare,45-54,Male
CMP1212,Deal of the Day,Social Media,2022-08-04,2024-04-10,40329.6,10675.2,4019.2,7905.568,20803.088,Bacău,18-24,Female
CMP1213,Deal of the Day,Email,2022-05-27,2024-01-25,75288,14665.6,9540.8,979.824,2979.488,Baia Mare,18-24,Male
CMP1214,Deal of the Day,Social Media,2022-10-01,2024-06-21,12633.6,7337.6,3510.4,6627.2,10272.944,Târgu Mureș,55+,Female
CMP1215,Wishlist Wonders,Influencer Marketing,2023-02-21,2024-11-09,54500.8,19662.4,4846.4,2242.24,7961.888,Baia Mare,25-34,Female
CMP1216,Flash Sale Frenzy,Email,2022-11-04,2024-06-28,17003.2,8606.4,8590.4,4395.056,15656.32,Baia Mare,18-24,Female
CMP1217,Seasonal Steals,Influencer Marketing,2022-05-18,2024-01-11,59563.2,40259.2,33028.8,4037.376,6745.504,Baia Mare,35-44,Male
CMP1218,Seasonal Steals,Influencer Marketing,2023-02-17,2024-11-04,56854.4,13195.2,2763.2,4361.28,7635.648,Târgu Mureș,35-44,Male
CMP1219,Flash Sale Frenzy,Paid Ads,2023-02-04,2024-10-16,28918.4,1843.2,596.8,4587.472,7690.08,Galați,55+,Female
CMP1220,Cart to Couch,Paid Ads,2023-01-15,2024-09-16,11776,8985.6,7168,3605.824,13791.968,Bacău,25-34,Male
CMP1221,Cart to Couch,Social Media,2022-09-05,2024-05-07,4124.8,4022.4,1384,6125.376,22392.16,Galați,35-44,Female
CMP1222,Wishlist Wonders,Email,2022-07-27,2024-03-30,31364.8,6955.2,4984,2013.744,7987.744,Târgu Mureș,18-24,Female
CMP1223,Wishlist Wonders,Influencer Marketing,2023-01-21,2024-10-09,76889.6,39931.2,8185.6,7242.48,28456.016,Târgu Mureș,25-34,Male
CMP1224,Deal of the Day,Paid Ads,2022-06-07,2024-02-23,28059.2,3966.4,3523.2,1046.752,2010.08,Târgu Mureș,45-54,Female
CMP1225,Seasonal Steals,Email,2022-11-19,2024-07-31,65958.4,38100.8,33868.8,6290.56,23144.992,Suceava,35-44,Female
CMP1226,Deal of the Day,Paid Ads,2022-07-17,2024-03-10,19377.6,3209.6,1964.8,5591.104,21308.352,Târgu Mureș,45-54,Female
CMP1227,Deal of the Day,Social Media,2022-12-24,2024-09-05,73048,5804.8,1646.4,7705.248,13017.952,Galați,18-24,Female
CMP1228,Seasonal Steals,Social Media,2022-07-20,2024-03-20,26499.2,13499.2,1353.6,2022.592,2714.448,Baia Mare,18-24,Female
CMP1229,Cart to Couch,Paid Ads,2022-10-14,2024-06-11,66107.2,49337.6,5137.6,5880.288,14764.304,Bacău,35-44,Male
CMP1230,Cart to Couch,Influencer Marketing,2023-02-22,2024-10-26,6044.8,5704,689.6,760.176,1281.776,Suceava,25-34,Female
CMP1231,Wishlist Wonders,Email,2022-07-03,2024-03-01,32955.2,22520,2945.6,5410.368,19160.128,Suceava,45-54,Female
CMP1232,Shop & Share,Email,2023-01-06,2024-09-18,58649.6,41043.2,4464,893.472,1262.928,Târgu Mureș,35-44,Male
CMP1233,Wishlist Wonders,Influencer Marketing,2022-10-27,2024-06-23,17476.8,11403.2,5500.8,1514.944,2544.448,Bacău,25-34,Female
CMP1234,Shop & Share,Social Media,2022-11-26,2024-07-24,24302.4,24120,18156.8,3777.024,12164.64,Galați,55+,Female
CMP1235,Flash Sale Frenzy,Email,2022-08-27,2024-05-11,73161.6,56755.2,54144,5785.936,7596.928,Suceava,45-54,Female
CMP1236,Seasonal Steals,Email,2023-01-08,2024-09-22,58974.4,4608,4576,2626.096,8646.816,Galați,55+,Female
CMP1237,Cart to Couch,Influencer Marketing,2023-01-02,2024-08-31,71766.4,18617.6,6086.4,4942.128,14688.272,Târgu Mureș,45-54,Female
CMP1238,Seasonal Steals,Influencer Marketing,2023-01-08,2024-09-10,29904,15937.6,9939.2,6387.168,16653.2,Suceava,55+,Female
CMP1239,Shop & Share,Email,2022-05-28,2024-01-29,6968,3300.8,174.4,3221.28,11462.848,Bacău,45-54,Male
CMP1240,Wishlist Wonders,Paid Ads,2022-06-02,2024-02-10,1619.2,185.6,174.4,6882.496,13646.128,Bacău,18-24,Male
CMP1241,Seasonal Steals,Email,2022-09-21,2024-06-09,25987.2,16782.4,1048,3196.832,5725.248,Târgu Mureș,55+,Male
CMP1242,Flash Sale Frenzy,Email,2022-07-03,2024-02-29,29184,4097.6,3096,1067.392,3419.296,Galați,35-44,Male
CMP1243,Seasonal Steals,Influencer Marketing,2022-11-05,2024-07-01,10168,7140.8,3827.2,3006.96,7689.28,Galați,45-54,Male
CMP1244,Deal of the Day,Social Media,2023-03-03,2024-10-27,7102.4,5036.8,1240,5119.856,6331.104,Galați,35-44,Female
CMP1245,Flash Sale Frenzy,Social Media,2023-01-29,2024-10-09,47963.2,36896,31787.2,4249.792,7759.888,Galați,35-44,Female
CMP1246,Flash Sale Frenzy,Social Media,2022-12-02,2024-08-23,55075.2,36916.8,2166.4,617.664,2188.128,Bacău,25-34,Female
CMP1247,Deal of the Day,Email,2022-10-31,2024-07-20,7376,6936,4006.4,1080.656,4093.648,Baia Mare,18-24,Male
CMP1248,Seasonal Steals,Influencer Marketing,2022-11-09,2024-07-10,20457.6,9993.6,3003.2,5030.736,7838.72,Suceava,45-54,Male
CMP1249,Wishlist Wonders,Social Media,2022-12-16,2024-08-08,18012.8,6230.4,5932.8,3452.176,10848.88,Galați,18-24,Female
CMP1250,Flash Sale Frenzy,Paid Ads,2022-08-26,2024-04-18,18830.4,7905.6,7163.2,3924.464,10919.872,Târgu Mureș,35-44,Male
CMP1251,Cart to Couch,Email,2022-12-17,2024-09-04,17808,17356.8,6262.4,7808.88,22471.296,Suceava,18-24,Female
